,site_code,product_code,date,year,month,stock_distributed,region,district
10718,C1082,AS27137,2019-01-01,2019,1,5.0,SUD-COMOE,ADIAKE
10719,C1082,AS27137,2019-02-01,2019,2,7.0,SUD-COMOE,ADIAKE
10720,C1082,AS27137,2019-03-01,2019,3,5.0,SUD-COMOE,ADIAKE
10721,C1082,AS27137,2019-04-01,2019,4,6.0,SUD-COMOE,ADIAKE
10722,C1082,AS27137,2019-05-01,2019,5,7.0,SUD-COMOE,ADIAKE
10723,C1082,AS27137,2019-06-01,2019,6,5.0,SUD-COMOE,ADIAKE
10724,C1082,AS27137,2019-07-01,2019,7,3.0,SUD-COMOE,ADIAKE
10725,C1082,AS27137,2019-08-01,2019,8,7.0,SUD-COMOE,ADIAKE
10726,C1082,AS27137,2019-09-01,2019,9,4.0,SUD-COMOE,ADIAKE
10727,C1082,AS27138,2017-10-01,2017,10,0.0,SUD-COMOE,ADIAKE
10728,C1082,AS27138,2017-11-01,2017,11,0.0,SUD-COMOE,ADIAKE
10729,C1082,AS27138,2017-12-01,2017,12,0.0,SUD-COMOE,ADIAKE
10730,C1082,AS27138,2018-01-01,2018,1,0.0,SUD-COMOE,ADIAKE
10731,C1082,AS27138,2018-02-01,2018,2,0.0,SUD-COMOE,ADIAKE
10732,C1082,AS27138,2018-03-01,2018,3,0.0,SUD-COMOE,ADIAKE
10733,C1082,AS27138,2018-04-01,2018,4,0.0,SUD-COMOE,ADIAKE
10734,C1082,AS27138,2018-05-01,2018,5,7.0,SUD-COMOE,ADIAKE
10735,C1082,AS27138,2018-06-01,2018,6,4.0,SUD-COMOE,ADIAKE
10736,C1082,AS27138,2018-07-01,2018,7,1.0,SUD-COMOE,ADIAKE
10737,C1082,AS27138,2018-08-01,2018,8,5.0,SUD-COMOE,ADIAKE
10738,C1082,AS27138,2018-09-01,2018,9,1.0,SUD-COMOE,ADIAKE
10739,C1082,AS27138,2018-10-01,2018,10,5.0,SUD-COMOE,ADIAKE
10740,C1082,AS27138,2018-11-01,2018,11,2.0,SUD-COMOE,ADIAKE
10741,C1082,AS27138,2018-12-01,2018,12,5.0,SUD-COMOE,ADIAKE
10742,C1082,AS27138,2019-01-01,2019,1,6.0,SUD-COMOE,ADIAKE
10743,C1082,AS27138,2019-02-01,2019,2,4.0,SUD-COMOE,ADIAKE
10744,C1082,AS27138,2019-03-01,2019,3,8.0,SUD-COMOE,ADIAKE
10745,C1082,AS27138,2019-04-01,2019,4,1.0,SUD-COMOE,ADIAKE
10746,C1082,AS27138,2019-05-01,2019,5,5.0,SUD-COMOE,ADIAKE
10747,C1082,AS27138,2019-06-01,2019,6,5.0,SUD-COMOE,ADIAKE
10748,C1082,AS27138,2019-07-01,2019,7,10.0,SUD-COMOE,ADIAKE
10749,C1082,AS27138,2019-08-01,2019,8,4.0,SUD-COMOE,ADIAKE
10750,C1082,AS27138,2019-09-01,2019,9,8.0,SUD-COMOE,ADIAKE
10751,C1082,AS42018,2016-11-01,2016,11,0.0,SUD-COMOE,ADIAKE
10752,C1082,AS42018,2016-12-01,2016,12,0.0,SUD-COMOE,ADIAKE
10753,C1082,AS42018,2017-01-01,2017,1,0.0,SUD-COMOE,ADIAKE
10754,C1082,AS42018,2017-02-01,2017,2,0.0,SUD-COMOE,ADIAKE
10755,C1082,AS42018,2017-03-01,2017,3,0.0,SUD-COMOE,ADIAKE
10756,C1082,AS42018,2017-04-01,2017,4,0.0,SUD-COMOE,ADIAKE
10757,C1082,AS42018,2017-05-01,2017,5,0.0,SUD-COMOE,ADIAKE
10758,C1082,AS42018,2017-06-01,2017,6,0.0,SUD-COMOE,ADIAKE
10759,C1082,AS42018,2017-07-01,2017,7,0.0,SUD-COMOE,ADIAKE
10760,C1082,AS42018,2017-08-01,2017,8,0.0,SUD-COMOE,ADIAKE
10761,C1082,AS42018,2017-09-01,2017,9,0.0,SUD-COMOE,ADIAKE
10762,C1083,AS21126,2019-04-01,2019,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10763,C1083,AS21126,2019-05-01,2019,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10764,C1083,AS27000,2018-01-01,2018,1,0.0,AGNEBY-TIASSA-ME,ALEPE
10765,C1083,AS27000,2018-02-01,2018,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10766,C1083,AS27000,2018-03-01,2018,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10767,C1083,AS27000,2018-04-01,2018,4,1.0,AGNEBY-TIASSA-ME,ALEPE
10768,C1083,AS27000,2018-05-01,2018,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10769,C1083,AS27000,2018-06-01,2018,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10770,C1083,AS27000,2018-07-01,2018,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10771,C1083,AS27000,2018-08-01,2018,8,1.0,AGNEBY-TIASSA-ME,ALEPE
10772,C1083,AS27000,2018-09-01,2018,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10773,C1083,AS27000,2018-10-01,2018,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10774,C1083,AS27000,2018-11-01,2018,11,7.0,AGNEBY-TIASSA-ME,ALEPE
10775,C1083,AS27000,2018-12-01,2018,12,0.0,AGNEBY-TIASSA-ME,ALEPE
10776,C1083,AS27000,2019-01-01,2019,1,0.0,AGNEBY-TIASSA-ME,ALEPE
10777,C1083,AS27000,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10778,C1083,AS27000,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10779,C1083,AS27000,2019-04-01,2019,4,3.0,AGNEBY-TIASSA-ME,ALEPE
10780,C1083,AS27000,2019-05-01,2019,5,2.0,AGNEBY-TIASSA-ME,ALEPE
10781,C1083,AS27000,2019-06-01,2019,6,1.0,AGNEBY-TIASSA-ME,ALEPE
10782,C1083,AS27000,2019-07-01,2019,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10783,C1083,AS27000,2019-08-01,2019,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10784,C1083,AS27000,2019-09-01,2019,9,3.0,AGNEBY-TIASSA-ME,ALEPE
10785,C1083,AS27133,2016-01-01,2016,1,66.0,AGNEBY-TIASSA-ME,ALEPE
10786,C1083,AS27133,2016-02-01,2016,2,5.0,AGNEBY-TIASSA-ME,ALEPE
10787,C1083,AS27133,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10788,C1083,AS27133,2016-04-01,2016,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10789,C1083,AS27133,2016-05-01,2016,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10790,C1083,AS27133,2016-06-01,2016,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10791,C1083,AS27133,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10792,C1083,AS27133,2016-08-01,2016,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10793,C1083,AS27133,2016-09-01,2016,9,1.0,AGNEBY-TIASSA-ME,ALEPE
10794,C1083,AS27133,2016-10-01,2016,10,56.0,AGNEBY-TIASSA-ME,ALEPE
10795,C1083,AS27133,2016-11-01,2016,11,29.0,AGNEBY-TIASSA-ME,ALEPE
10796,C1083,AS27133,2016-12-01,2016,12,3.0,AGNEBY-TIASSA-ME,ALEPE
10797,C1083,AS27133,2017-01-01,2017,1,38.0,AGNEBY-TIASSA-ME,ALEPE
10798,C1083,AS27133,2017-02-01,2017,2,31.0,AGNEBY-TIASSA-ME,ALEPE
10799,C1083,AS27133,2017-03-01,2017,3,60.0,AGNEBY-TIASSA-ME,ALEPE
10800,C1083,AS27133,2017-04-01,2017,4,51.0,AGNEBY-TIASSA-ME,ALEPE
10801,C1083,AS27133,2017-05-01,2017,5,27.0,AGNEBY-TIASSA-ME,ALEPE
10802,C1083,AS27133,2017-06-01,2017,6,3.0,AGNEBY-TIASSA-ME,ALEPE
10803,C1083,AS27133,2017-07-01,2017,7,1.0,AGNEBY-TIASSA-ME,ALEPE
10804,C1083,AS27133,2017-08-01,2017,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10805,C1083,AS27133,2017-09-01,2017,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10806,C1083,AS27133,2017-10-01,2017,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10807,C1083,AS27133,2017-11-01,2017,11,125.0,AGNEBY-TIASSA-ME,ALEPE
10808,C1083,AS27133,2017-12-01,2017,12,81.0,AGNEBY-TIASSA-ME,ALEPE
10809,C1083,AS27133,2018-01-01,2018,1,25.0,AGNEBY-TIASSA-ME,ALEPE
10810,C1083,AS27133,2018-02-01,2018,2,3.0,AGNEBY-TIASSA-ME,ALEPE
10811,C1083,AS27133,2018-03-01,2018,3,26.0,AGNEBY-TIASSA-ME,ALEPE
10812,C1083,AS27133,2018-04-01,2018,4,1.0,AGNEBY-TIASSA-ME,ALEPE
10813,C1083,AS27133,2018-05-01,2018,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10814,C1083,AS27133,2018-06-01,2018,6,27.0,AGNEBY-TIASSA-ME,ALEPE
10815,C1083,AS27133,2018-07-01,2018,7,27.0,AGNEBY-TIASSA-ME,ALEPE
10816,C1083,AS27133,2018-08-01,2018,8,26.0,AGNEBY-TIASSA-ME,ALEPE
10817,C1083,AS27133,2018-09-01,2018,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10818,C1083,AS27133,2018-10-01,2018,10,2.0,AGNEBY-TIASSA-ME,ALEPE
10819,C1083,AS27133,2018-11-01,2018,11,3.0,AGNEBY-TIASSA-ME,ALEPE
10820,C1083,AS27133,2018-12-01,2018,12,55.0,AGNEBY-TIASSA-ME,ALEPE
10821,C1083,AS27133,2019-01-01,2019,1,6.0,AGNEBY-TIASSA-ME,ALEPE
10822,C1083,AS27133,2019-02-01,2019,2,3.0,AGNEBY-TIASSA-ME,ALEPE
10823,C1083,AS27133,2019-03-01,2019,3,53.0,AGNEBY-TIASSA-ME,ALEPE
10824,C1083,AS27133,2019-04-01,2019,4,54.0,AGNEBY-TIASSA-ME,ALEPE
10825,C1083,AS27133,2019-05-01,2019,5,52.0,AGNEBY-TIASSA-ME,ALEPE
10826,C1083,AS27133,2019-06-01,2019,6,28.0,AGNEBY-TIASSA-ME,ALEPE
10827,C1083,AS27133,2019-07-01,2019,7,53.0,AGNEBY-TIASSA-ME,ALEPE
10828,C1083,AS27133,2019-08-01,2019,8,35.0,AGNEBY-TIASSA-ME,ALEPE
10829,C1083,AS27133,2019-09-01,2019,9,52.0,AGNEBY-TIASSA-ME,ALEPE
10830,C1083,AS27134,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10831,C1083,AS27137,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10832,C1083,AS27138,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10833,C1083,AS27138,2016-04-01,2016,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10834,C1083,AS27138,2016-05-01,2016,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10835,C1083,AS27138,2016-06-01,2016,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10836,C1083,AS27138,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10837,C1083,AS27138,2016-08-01,2016,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10838,C1083,AS27138,2016-09-01,2016,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10839,C1083,AS27138,2016-10-01,2016,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10840,C1083,AS27138,2016-11-01,2016,11,0.0,AGNEBY-TIASSA-ME,ALEPE
10841,C1083,AS27138,2016-12-01,2016,12,0.0,AGNEBY-TIASSA-ME,ALEPE
10842,C1083,AS27138,2017-01-01,2017,1,0.0,AGNEBY-TIASSA-ME,ALEPE
10843,C1083,AS27138,2017-02-01,2017,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10844,C1083,AS27138,2017-03-01,2017,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10845,C1083,AS27138,2017-04-01,2017,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10846,C1083,AS27138,2017-05-01,2017,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10847,C1083,AS27138,2017-06-01,2017,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10848,C1083,AS27138,2017-07-01,2017,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10849,C1083,AS27138,2017-08-01,2017,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10850,C1083,AS27138,2017-09-01,2017,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10851,C1083,AS27138,2017-10-01,2017,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10852,C1083,AS27138,2017-11-01,2017,11,0.0,AGNEBY-TIASSA-ME,ALEPE
10853,C1083,AS27138,2017-12-01,2017,12,0.0,AGNEBY-TIASSA-ME,ALEPE
10854,C1083,AS27138,2018-01-01,2018,1,0.0,AGNEBY-TIASSA-ME,ALEPE
10855,C1083,AS27138,2018-02-01,2018,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10856,C1083,AS27138,2018-03-01,2018,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10857,C1083,AS27138,2018-04-01,2018,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10858,C1083,AS27138,2018-05-01,2018,5,0.0,AGNEBY-TIASSA-ME,ALEPE
10859,C1083,AS27138,2018-06-01,2018,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10860,C1083,AS27138,2018-07-01,2018,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10861,C1083,AS27138,2018-08-01,2018,8,0.0,AGNEBY-TIASSA-ME,ALEPE
10862,C1083,AS27138,2018-09-01,2018,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10863,C1083,AS27138,2018-10-01,2018,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10864,C1083,AS27138,2018-11-01,2018,11,0.0,AGNEBY-TIASSA-ME,ALEPE
10865,C1083,AS27138,2018-12-01,2018,12,0.0,AGNEBY-TIASSA-ME,ALEPE
10866,C1083,AS27138,2019-01-01,2019,1,0.0,AGNEBY-TIASSA-ME,ALEPE
10867,C1083,AS27138,2019-02-01,2019,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10868,C1083,AS27138,2019-03-01,2019,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10869,C1083,AS27138,2019-04-01,2019,4,6.0,AGNEBY-TIASSA-ME,ALEPE
10870,C1083,AS27138,2019-05-01,2019,5,5.0,AGNEBY-TIASSA-ME,ALEPE
10871,C1083,AS27138,2019-06-01,2019,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10872,C1083,AS27138,2019-07-01,2019,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10873,C1083,AS27138,2019-08-01,2019,8,12.0,AGNEBY-TIASSA-ME,ALEPE
10874,C1083,AS27138,2019-09-01,2019,9,0.0,AGNEBY-TIASSA-ME,ALEPE
10875,C1083,AS27139,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10876,C1083,AS46000,2016-02-01,2016,2,0.0,AGNEBY-TIASSA-ME,ALEPE
10877,C1083,AS46000,2016-03-01,2016,3,0.0,AGNEBY-TIASSA-ME,ALEPE
10878,C1083,AS46000,2016-04-01,2016,4,0.0,AGNEBY-TIASSA-ME,ALEPE
10879,C1083,AS46000,2016-05-01,2016,5,78.0,AGNEBY-TIASSA-ME,ALEPE
10880,C1083,AS46000,2016-06-01,2016,6,0.0,AGNEBY-TIASSA-ME,ALEPE
10881,C1083,AS46000,2016-07-01,2016,7,0.0,AGNEBY-TIASSA-ME,ALEPE
10882,C1083,AS46000,2016-08-01,2016,8,30.0,AGNEBY-TIASSA-ME,ALEPE
10883,C1083,AS46000,2016-09-01,2016,9,180.0,AGNEBY-TIASSA-ME,ALEPE
10884,C1083,AS46000,2016-10-01,2016,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10885,C1083,AS46000,2016-11-01,2016,11,0.0,AGNEBY-TIASSA-ME,ALEPE
10886,C1083,AS46000,2016-12-01,2016,12,72.0,AGNEBY-TIASSA-ME,ALEPE
10887,C1083,AS46000,2017-01-01,2017,1,57.0,AGNEBY-TIASSA-ME,ALEPE
10888,C1083,AS46000,2017-02-01,2017,2,15.0,AGNEBY-TIASSA-ME,ALEPE
10889,C1083,AS46000,2017-03-01,2017,3,36.0,AGNEBY-TIASSA-ME,ALEPE
10890,C1083,AS46000,2017-04-01,2017,4,61.0,AGNEBY-TIASSA-ME,ALEPE
10891,C1083,AS46000,2017-05-01,2017,5,48.0,AGNEBY-TIASSA-ME,ALEPE
10892,C1083,AS46000,2017-06-01,2017,6,62.0,AGNEBY-TIASSA-ME,ALEPE
10893,C1083,AS46000,2017-07-01,2017,7,87.0,AGNEBY-TIASSA-ME,ALEPE
10894,C1083,AS46000,2017-08-01,2017,8,27.0,AGNEBY-TIASSA-ME,ALEPE
10895,C1083,AS46000,2017-09-01,2017,9,18.0,AGNEBY-TIASSA-ME,ALEPE
10896,C1083,AS46000,2017-10-01,2017,10,51.0,AGNEBY-TIASSA-ME,ALEPE
10897,C1083,AS46000,2017-11-01,2017,11,27.0,AGNEBY-TIASSA-ME,ALEPE
10898,C1083,AS46000,2017-12-01,2017,12,63.0,AGNEBY-TIASSA-ME,ALEPE
10899,C1083,AS46000,2018-01-01,2018,1,48.0,AGNEBY-TIASSA-ME,ALEPE
10900,C1083,AS46000,2018-02-01,2018,2,30.0,AGNEBY-TIASSA-ME,ALEPE
10901,C1083,AS46000,2018-03-01,2018,3,42.0,AGNEBY-TIASSA-ME,ALEPE
10902,C1083,AS46000,2018-04-01,2018,4,22.0,AGNEBY-TIASSA-ME,ALEPE
10903,C1083,AS46000,2018-05-01,2018,5,36.0,AGNEBY-TIASSA-ME,ALEPE
10904,C1083,AS46000,2018-06-01,2018,6,32.0,AGNEBY-TIASSA-ME,ALEPE
10905,C1083,AS46000,2018-07-01,2018,7,58.0,AGNEBY-TIASSA-ME,ALEPE
10906,C1083,AS46000,2018-08-01,2018,8,72.0,AGNEBY-TIASSA-ME,ALEPE
10907,C1083,AS46000,2018-09-01,2018,9,44.0,AGNEBY-TIASSA-ME,ALEPE
10908,C1083,AS46000,2018-10-01,2018,10,0.0,AGNEBY-TIASSA-ME,ALEPE
10909,C1083,AS46000,2018-11-01,2018,11,81.0,AGNEBY-TIASSA-ME,ALEPE
10910,C1083,AS46000,2018-12-01,2018,12,99.0,AGNEBY-TIASSA-ME,ALEPE
10911,C1083,AS46000,2019-01-01,2019,1,87.0,AGNEBY-TIASSA-ME,ALEPE
10912,C1083,AS46000,2019-02-01,2019,2,42.0,AGNEBY-TIASSA-ME,ALEPE
10913,C1083,AS46000,2019-03-01,2019,3,75.0,AGNEBY-TIASSA-ME,ALEPE
10914,C1083,AS46000,2019-04-01,2019,4,27.0,AGNEBY-TIASSA-ME,ALEPE
10915,C1083,AS46000,2019-05-01,2019,5,45.0,AGNEBY-TIASSA-ME,ALEPE
10916,C1083,AS46000,2019-06-01,2019,6,45.0,AGNEBY-TIASSA-ME,ALEPE
10917,C1083,AS46000,2019-07-01,2019,7,33.0,AGNEBY-TIASSA-ME,ALEPE
10918,C1083,AS46000,2019-08-01,2019,8,54.0,AGNEBY-TIASSA-ME,ALEPE
10919,C1083,AS46000,2019-09-01,2019,9,87.0,AGNEBY-TIASSA-ME,ALEPE
10920,C1084,AS17005,2016-06-01,2016,6,0.0,ABIDJAN 2,ANYAMA
10921,C1084,AS17005,2016-07-01,2016,7,0.0,ABIDJAN 2,ANYAMA
10922,C1084,AS17005,2016-08-01,2016,8,0.0,ABIDJAN 2,ANYAMA
10923,C1084,AS17005,2016-09-01,2016,9,0.0,ABIDJAN 2,ANYAMA
10924,C1084,AS17005,2016-10-01,2016,10,1.0,ABIDJAN 2,ANYAMA
10925,C1084,AS17005,2016-11-01,2016,11,0.0,ABIDJAN 2,ANYAMA
10926,C1084,AS17005,2016-12-01,2016,12,2.0,ABIDJAN 2,ANYAMA
10927,C1084,AS17005,2017-01-01,2017,1,0.0,ABIDJAN 2,ANYAMA
10928,C1084,AS17005,2017-02-01,2017,2,2.0,ABIDJAN 2,ANYAMA
10929,C1084,AS17005,2017-03-01,2017,3,0.0,ABIDJAN 2,ANYAMA
10930,C1084,AS17005,2017-04-01,2017,4,0.0,ABIDJAN 2,ANYAMA
10931,C1084,AS17005,2017-05-01,2017,5,5.0,ABIDJAN 2,ANYAMA
10932,C1084,AS17005,2017-06-01,2017,6,0.0,ABIDJAN 2,ANYAMA
10933,C1084,AS17005,2017-07-01,2017,7,0.0,ABIDJAN 2,ANYAMA
10934,C1084,AS17005,2017-08-01,2017,8,0.0,ABIDJAN 2,ANYAMA
10935,C1084,AS17005,2017-09-01,2017,9,0.0,ABIDJAN 2,ANYAMA
10936,C1084,AS17005,2017-10-01,2017,10,0.0,ABIDJAN 2,ANYAMA
10937,C1084,AS17005,2017-11-01,2017,11,0.0,ABIDJAN 2,ANYAMA
10938,C1084,AS17005,2017-12-01,2017,12,0.0,ABIDJAN 2,ANYAMA
10939,C1084,AS17005,2018-01-01,2018,1,14.0,ABIDJAN 2,ANYAMA
10940,C1084,AS17005,2018-02-01,2018,2,0.0,ABIDJAN 2,ANYAMA
10941,C1084,AS17005,2018-03-01,2018,3,1.0,ABIDJAN 2,ANYAMA
10942,C1084,AS17005,2018-04-01,2018,4,0.0,ABIDJAN 2,ANYAMA
10943,C1084,AS17005,2018-05-01,2018,5,0.0,ABIDJAN 2,ANYAMA
10944,C1084,AS17005,2018-06-01,2018,6,0.0,ABIDJAN 2,ANYAMA
10945,C1084,AS17005,2018-07-01,2018,7,2.0,ABIDJAN 2,ANYAMA
10946,C1084,AS17005,2018-08-01,2018,8,0.0,ABIDJAN 2,ANYAMA
10947,C1084,AS17005,2018-09-01,2018,9,0.0,ABIDJAN 2,ANYAMA
10948,C1084,AS17005,2018-10-01,2018,10,0.0,ABIDJAN 2,ANYAMA
10949,C1084,AS17005,2018-11-01,2018,11,0.0,ABIDJAN 2,ANYAMA
10950,C1084,AS17005,2018-12-01,2018,12,0.0,ABIDJAN 2,ANYAMA
10951,C1084,AS17005,2019-01-01,2019,1,0.0,ABIDJAN 2,ANYAMA
10952,C1084,AS17005,2019-02-01,2019,2,0.0,ABIDJAN 2,ANYAMA
10953,C1084,AS17005,2019-03-01,2019,3,0.0,ABIDJAN 2,ANYAMA
10954,C1084,AS17005,2019-04-01,2019,4,0.0,ABIDJAN 2,ANYAMA
10955,C1084,AS17005,2019-05-01,2019,5,0.0,ABIDJAN 2,ANYAMA
10956,C1084,AS17005,2019-06-01,2019,6,0.0,ABIDJAN 2,ANYAMA
10957,C1084,AS17005,2019-07-01,2019,7,0.0,ABIDJAN 2,ANYAMA
10958,C1084,AS17005,2019-08-01,2019,8,0.0,ABIDJAN 2,ANYAMA
10959,C1084,AS17005,2019-09-01,2019,9,0.0,ABIDJAN 2,ANYAMA
10960,C1084,AS21126,2019-04-01,2019,4,0.0,ABIDJAN 2,ANYAMA
10961,C1084,AS21126,2019-05-01,2019,5,0.0,ABIDJAN 2,ANYAMA
10962,C1084,AS21126,2019-06-01,2019,6,0.0,ABIDJAN 2,ANYAMA
10963,C1084,AS21126,2019-07-01,2019,7,55.0,ABIDJAN 2,ANYAMA
10964,C1084,AS21126,2019-08-01,2019,8,34.0,ABIDJAN 2,ANYAMA
10965,C1084,AS21126,2019-09-01,2019,9,34.0,ABIDJAN 2,ANYAMA
10966,C1084,AS27000,2016-01-01,2016,1,0.0,ABIDJAN 2,ANYAMA
10967,C1084,AS27000,2016-02-01,2016,2,0.0,ABIDJAN 2,ANYAMA
10968,C1084,AS27000,2016-03-01,2016,3,51.0,ABIDJAN 2,ANYAMA
10969,C1084,AS27000,2016-04-01,2016,4,0.0,ABIDJAN 2,ANYAMA
10970,C1084,AS27000,2016-05-01,2016,5,0.0,ABIDJAN 2,ANYAMA
10971,C1084,AS27000,2016-06-01,2016,6,60.0,ABIDJAN 2,ANYAMA
10972,C1084,AS27000,2016-07-01,2016,7,52.0,ABIDJAN 2,ANYAMA
10973,C1084,AS27000,2016-08-01,2016,8,59.0,ABIDJAN 2,ANYAMA
10974,C1084,AS27000,2016-09-01,2016,9,25.0,ABIDJAN 2,ANYAMA
10975,C1084,AS27000,2016-10-01,2016,10,45.0,ABIDJAN 2,ANYAMA
10976,C1084,AS27000,2016-11-01,2016,11,51.0,ABIDJAN 2,ANYAMA
10977,C1084,AS27000,2016-12-01,2016,12,50.0,ABIDJAN 2,ANYAMA
10978,C1084,AS27000,2017-01-01,2017,1,48.0,ABIDJAN 2,ANYAMA
10979,C1084,AS27000,2017-02-01,2017,2,43.0,ABIDJAN 2,ANYAMA
10980,C1084,AS27000,2017-03-01,2017,3,25.0,ABIDJAN 2,ANYAMA
10981,C1084,AS27000,2017-04-01,2017,4,39.0,ABIDJAN 2,ANYAMA
10982,C1084,AS27000,2017-05-01,2017,5,21.0,ABIDJAN 2,ANYAMA
10983,C1084,AS27000,2017-06-01,2017,6,48.0,ABIDJAN 2,ANYAMA
10984,C1084,AS27000,2017-07-01,2017,7,7.0,ABIDJAN 2,ANYAMA
10985,C1084,AS27000,2017-08-01,2017,8,30.0,ABIDJAN 2,ANYAMA
10986,C1084,AS27000,2017-09-01,2017,9,30.0,ABIDJAN 2,ANYAMA
10987,C1084,AS27000,2017-10-01,2017,10,24.0,ABIDJAN 2,ANYAMA
10988,C1084,AS27000,2017-11-01,2017,11,38.0,ABIDJAN 2,ANYAMA
10989,C1084,AS27000,2017-12-01,2017,12,37.0,ABIDJAN 2,ANYAMA
10990,C1084,AS27000,2018-01-01,2018,1,40.0,ABIDJAN 2,ANYAMA
10991,C1084,AS27000,2018-02-01,2018,2,58.0,ABIDJAN 2,ANYAMA
10992,C1084,AS27000,2018-03-01,2018,3,19.0,ABIDJAN 2,ANYAMA
10993,C1084,AS27000,2018-04-01,2018,4,37.0,ABIDJAN 2,ANYAMA
10994,C1084,AS27000,2018-05-01,2018,5,58.0,ABIDJAN 2,ANYAMA
10995,C1084,AS27000,2018-06-01,2018,6,61.0,ABIDJAN 2,ANYAMA
10996,C1084,AS27000,2018-07-01,2018,7,31.0,ABIDJAN 2,ANYAMA
10997,C1084,AS27000,2018-08-01,2018,8,60.0,ABIDJAN 2,ANYAMA
10998,C1084,AS27000,2018-09-01,2018,9,49.0,ABIDJAN 2,ANYAMA
10999,C1084,AS27000,2018-10-01,2018,10,52.0,ABIDJAN 2,ANYAMA
11000,C1084,AS27000,2018-11-01,2018,11,30.0,ABIDJAN 2,ANYAMA
11001,C1084,AS27000,2018-12-01,2018,12,92.0,ABIDJAN 2,ANYAMA
11002,C1084,AS27000,2019-01-01,2019,1,41.0,ABIDJAN 2,ANYAMA
11003,C1084,AS27000,2019-02-01,2019,2,0.0,ABIDJAN 2,ANYAMA
11004,C1084,AS27000,2019-03-01,2019,3,62.0,ABIDJAN 2,ANYAMA
11005,C1084,AS27000,2019-04-01,2019,4,72.0,ABIDJAN 2,ANYAMA
11006,C1084,AS27000,2019-05-01,2019,5,24.0,ABIDJAN 2,ANYAMA
11007,C1084,AS27000,2019-06-01,2019,6,17.0,ABIDJAN 2,ANYAMA
11008,C1084,AS27000,2019-07-01,2019,7,74.0,ABIDJAN 2,ANYAMA
11009,C1084,AS27000,2019-08-01,2019,8,68.0,ABIDJAN 2,ANYAMA
11010,C1084,AS27000,2019-09-01,2019,9,40.0,ABIDJAN 2,ANYAMA
