,date,district,site_code,product_code,pred_share_districtlev,agg_level
41038,2017-01-01,ODIENNE,C5063,AS27138,0.3281980757260217,district
40620,2017-01-01,DALOA,C5060,AS27133,0.6707340083271806,district
10423,2017-01-01,ABOBO-EST,C1080,AS27132,0.42078158597036797,district
10027,2017-01-01,YOPOUGON-OUEST-SONGON,C1077,AS42018,0.164,district
29260,2017-01-01,DABAKALA,C3011,AS42018,0.0,district
16344,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27000,0.13360811024090108,district
3440,2017-01-01,ABOBO-EST,C1026,AS27137,0.08415248001150591,district
925,2017-01-01,TIASSALE,C1009,AS27000,0.17729048944278206,district
14246,2017-01-01,SIKENSI,C1098,AS27133,0.1,district
12738,2017-01-01,GRAND-BASSAM,C1090,AS27134,0.4545531145385163,district
32236,2017-01-01,KORHOGO,C3043,AS27133,0.0,district
4829,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27134,0.09947353039156917,district
439,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27137,0.12381618248796142,district
18344,2017-01-01,GAGNOA,C2006,AS27134,0.6598759787227635,district
36474,2017-01-01,ADZOPE,C4037,AS27000,0.5814101453251854,district
12693,2017-01-01,GRAND-BASSAM,C1090,AS27133,0.3096291171774106,district
24780,2017-01-01,SINFRA,C2063,AS27000,0.746833652231377,district
31408,2017-01-01,OUANGOLO,C3020,AS27138,0.9275944815833131,district
14291,2017-01-01,SIKENSI,C1098,AS27134,0.20672464925324124,district
18388,2017-01-01,GAGNOA,C2006,AS27137,0.22672276256623344,district
35275,2017-01-01,M'BAHIAKRO,C4022,AS27132,0.26721290269311604,district
29180,2017-01-01,DABAKALA,C3011,AS27137,0.17304151170990262,district
4874,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27137,0.1422724659206161,district
12648,2017-01-01,GRAND-BASSAM,C1090,AS27132,0.6073981712202696,district
17062,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS42018,0.0,district
973,2017-01-01,TIASSALE,C1009,AS27133,0.16132735734216747,district
4300,2017-01-01,COCODY-BINGERVILLE,C1029,AS27000,0.10679506087647053,district
32565,2017-01-01,ABENGOUROU,C4001,AS27134,0.9520992201026044,district
18426,2017-01-01,GAGNOA,C2006,AS27138,0.44219999316025926,district
12603,2017-01-01,GRAND-BASSAM,C1090,AS27000,0.5311675432730633,district
17077,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS46000,0.302311615345963,district
36295,2017-01-01,TANDA,C4026,AS27137,0.0,district
4341,2017-01-01,COCODY-BINGERVILLE,C1029,AS27132,0.11188138548459228,district
12783,2017-01-01,GRAND-BASSAM,C1090,AS27137,0.3065162192051732,district
3585,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27000,0.15186884407004733,district
38061,2017-01-01,GUIGLO,C5002,AS27138,0.7695776309520466,district
28074,2017-01-01,GUEYO,C2131,AS42018,0.0,district
12908,2017-01-01,GRAND-BASSAM,C1090,AS42018,0.0,district
25887,2017-01-01,TABOU,C2066,AS27134,0.3116901352614283,district
18209,2017-01-01,GAGNOA,C2006,AS27000,0.7768522134699986,district
14113,2017-01-01,SIKENSI,C1098,AS17005,0.0,district
17202,2017-01-01,BOUAFLE,C2002,AS17005,0.0,district
483,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27138,0.10046372041168272,district
883,2017-01-01,ABOISSO,C1008,AS42018,0.0,district
12873,2017-01-01,GRAND-BASSAM,C1090,AS27139,0.0,district
4784,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27133,0.13142333701014003,district
24860,2017-01-01,SINFRA,C2063,AS27133,0.646783904568412,district
14156,2017-01-01,SIKENSI,C1098,AS27000,0.513387122704671,district
18254,2017-01-01,GAGNOA,C2006,AS27132,0.24214773174288381,district
12828,2017-01-01,GRAND-BASSAM,C1090,AS27138,0.4948798230814104,district
31624,2017-01-01,NIAKARAMADOUGOU,C3022,AS27000,0.4448582316197399,district
38842,2017-01-01,ZOUAN-HOUNIEN,C5006,AS27134,0.6935457045623046,district
25238,2017-01-01,SOUBRE,C2064,AS27137,0.18749799459180747,district
28038,2017-01-01,GUEYO,C2131,AS27139,0.1,district
14201,2017-01-01,SIKENSI,C1098,AS27132,0.26079635655912503,district
38268,2017-01-01,ODIENNE,C5003,AS27137,0.3007569927988737,district
32520,2017-01-01,ABENGOUROU,C4001,AS27133,0.6122574779186529,district
24820,2017-01-01,SINFRA,C2063,AS27132,0.7053359108083401,district
18299,2017-01-01,GAGNOA,C2006,AS27133,0.646783904568412,district
24739,2017-01-01,SAKASSOU,C2062,AS42018,0.0,district
27993,2017-01-01,GUEYO,C2131,AS27138,0.5269193155045816,district
38019,2017-01-01,GUIGLO,C5002,AS27137,0.715243698703647,district
18464,2017-01-01,GAGNOA,C2006,AS27139,0.0,district
18597,2017-01-01,SAN PEDRO,C2007,AS27132,0.4588159236763264,district
4958,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27139,0.0,district
12384,2017-01-01,FRESCO,C1089,AS27133,0.6424744757249078,district
29458,2017-01-01,FERKESSEDOUGOU,C3012,AS27138,0.6602275062673535,district
27908,2017-01-01,GUEYO,C2131,AS27134,0.36711703233924675,district
14426,2017-01-01,SIKENSI,C1098,AS27139,0.0,district
16985,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS27137,0.08859113495067636,district
38799,2017-01-01,ZOUAN-HOUNIEN,C5006,AS27133,0.7688314488085102,district
25797,2017-01-01,TABOU,C2066,AS27000,0.7293575003956068,district
18642,2017-01-01,SAN PEDRO,C2007,AS27133,0.7371237982567896,district
12339,2017-01-01,FRESCO,C1089,AS27132,0.32196040227736916,district
25932,2017-01-01,TABOU,C2066,AS27137,0.2924619898605851,district
34219,2017-01-01,BOUNA,C4018,AS27132,0.36543640392473103,district
32610,2017-01-01,ABENGOUROU,C4001,AS27137,0.2104228936113722,district
41134,2017-01-01,ODIENNE,C5063,AS46000,0.2455698499951017,district
12303,2017-01-01,FRESCO,C1089,AS27000,0.7849862556020979,district
353,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27133,0.09952373434111311,district
16943,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS27134,0.23249283290701675,district
16906,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS27133,0.053640991651856276,district
1082,2017-01-01,ABOBO-EST,C1010,AS27000,0.15591811606784828,district
4993,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS42018,0.0,district
18687,2017-01-01,SAN PEDRO,C2007,AS27134,0.687808373486045,district
12264,2017-01-01,DABOU,C1088,AS46000,0.1263311221540908,district
32180,2017-01-01,TENGRELA,C3023,AS46000,0.6103894634189905,district
37983,2017-01-01,GUIGLO,C5002,AS27134,0.36711703233924675,district
4255,2017-01-01,YOPOUGON-OUEST-SONGON,C1028,AS27139,0.7,district
34119,2017-01-01,BONGOUANOU,C4017,AS46000,0.3750301819065432,district
31669,2017-01-01,NIAKARAMADOUGOU,C3022,AS27132,0.3228005189800749,district
36890,2017-01-01,AKOUPE,C4038,AS27134,0.5028343779584048,district
12569,2017-01-01,GRAND-BASSAM,C1090,AS17005,0.0,district
14336,2017-01-01,SIKENSI,C1098,AS27137,0.10638135084050682,district
36992,2017-01-01,AKOUPE,C4038,AS27139,0.0,district
4916,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27138,0.14838865395672604,district
3629,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27132,0.15820914618258766,district
25283,2017-01-01,SOUBRE,C2064,AS27138,0.5870349118061488,district
12524,2017-01-01,FRESCO,C1089,AS27139,0.1,district
30073,2017-01-01,BOUNDIALI,C3015,AS27000,0.7682163299663299,district
397,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27134,0.20724765945991916,district
39129,2017-01-01,BIANKOUMA,C5016,AS27000,0.746833652231377,district
18502,2017-01-01,GAGNOA,C2006,AS46000,0.6384037117683306,district
1010,2017-01-01,TIASSALE,C1009,AS27137,0.14963125772424585,district
12479,2017-01-01,FRESCO,C1089,AS27138,0.3827175243110412,district
31364,2017-01-01,OUANGOLO,C3020,AS27137,0.35170820722512863,district
12462,2017-01-01,FRESCO,C1089,AS27137,0.21517993857853374,district
18552,2017-01-01,SAN PEDRO,C2007,AS27000,0.7293575003956068,district
24704,2017-01-01,SAKASSOU,C2062,AS27139,0.1,district
12429,2017-01-01,FRESCO,C1089,AS27134,0.8842721113335557,district
34077,2017-01-01,BONGOUANOU,C4017,AS27139,0.2,district
28691,2017-01-01,BOUNDIALI,C3010,AS27000,0.17688299663299661,district
27948,2017-01-01,GUEYO,C2131,AS27137,0.24453981462279248,district
14381,2017-01-01,SIKENSI,C1098,AS27138,0.05694951673984966,district
17022,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS27138,0.16666753343521862,district
40429,2017-01-01,TOULEPLEU,C5021,AS27133,0.8571985735181624,district
35669,2017-01-01,DAOUKRO,C4024,AS27132,0.17084571633254433,district
38313,2017-01-01,ODIENNE,C5003,AS27138,0.32365011151191325,district
38230,2017-01-01,ODIENNE,C5003,AS27134,0.3194676621281499,district
12936,2017-01-01,GRAND-BASSAM,C1090,AS46000,0.9134833511773645,district
18175,2017-01-01,DIVO,C2005,AS46000,0.14581969267330835,district
671,2017-01-01,ABOISSO,C1008,AS27132,0.2848030880206685,district
38164,2017-01-01,ODIENNE,C5003,AS27132,0.31689755153104093,district
34174,2017-01-01,BOUNA,C4018,AS27000,0.7849862556020979,district
13834,2017-01-01,SASSANDRA,C1095,AS27132,0.3922410834912302,district
13486,2017-01-01,JACQUEVILLE,C1092,AS27139,0.0,district
35714,2017-01-01,DAOUKRO,C4024,AS27133,0.25497153428924957,district
36385,2017-01-01,TANDA,C4026,AS27139,0.1,district
25025,2017-01-01,SOUBRE,C2064,AS17005,0.0,district
4597,2017-01-01,COCODY-BINGERVILLE,C1029,AS46000,0.057544971278789506,district
25148,2017-01-01,SOUBRE,C2064,AS27133,0.37421873125691263,district
714,2017-01-01,ABOISSO,C1008,AS27133,0.6632210618991048,district
17714,2017-01-01,DALOA,C2003,AS42018,0.0,district
13441,2017-01-01,JACQUEVILLE,C1092,AS27137,0.23972476576093457,district
13879,2017-01-01,SASSANDRA,C1095,AS27133,0.646783904568412,district
17417,2017-01-01,BOUAFLE,C2002,AS42018,0.0,district
29834,2017-01-01,KATIOLA,C3013,AS42018,0.0,district
36788,2017-01-01,AKOUPE,C4038,AS27000,0.6731508262621835,district
38970,2017-01-01,ZOUAN-HOUNIEN,C5006,AS27139,0.0,district
17405,2017-01-01,BOUAFLE,C2002,AS27139,0.0,district
35814,2017-01-01,PRIKRO,C4025,AS27000,0.6821149279218084,district
28521,2017-01-01,OUANGOLO,C3001,AS27000,0.11850430933651249,district
29347,2017-01-01,FERKESSEDOUGOU,C3012,AS27133,0.7251083708459353,district
13396,2017-01-01,JACQUEVILLE,C1092,AS27134,0.3410650468742904,district
13924,2017-01-01,SASSANDRA,C1095,AS27134,0.41235516114814424,district
17372,2017-01-01,BOUAFLE,C2002,AS27138,0.41954490297455377,district
577,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS46000,0.06322477062396752,district
24972,2017-01-01,SINFRA,C2063,AS27138,0.5825581731890667,district
38885,2017-01-01,ZOUAN-HOUNIEN,C5006,AS27137,0.2446193313603991,district
13534,2017-01-01,JACQUEVILLE,C1092,AS46000,0.8297193187861389,district
25103,2017-01-01,SOUBRE,C2064,AS27132,0.3539938791145646,district
32324,2017-01-01,KORHOGO,C3043,AS27137,0.0,district
38185,2017-01-01,ODIENNE,C5003,AS27133,0.6101007086280094,district
17532,2017-01-01,DALOA,C2003,AS27132,0.23281944958445183,district
13702,2017-01-01,ALEPE,C1093,AS46000,0.37404310570109583,district
17487,2017-01-01,DALOA,C2003,AS27000,0.05098069167985497,district
38927,2017-01-01,ZOUAN-HOUNIEN,C5006,AS27138,0.5889091812453248,district
36340,2017-01-01,TANDA,C4026,AS27138,0.774074074074074,district
4514,2017-01-01,COCODY-BINGERVILLE,C1029,AS27138,0.17950787453230882,district
626,2017-01-01,ABOISSO,C1008,AS27000,0.746833652231377,district
25842,2017-01-01,TABOU,C2066,AS27133,0.6144638240116528,district
13656,2017-01-01,ALEPE,C1093,AS27134,0.8057533464004824,district
17577,2017-01-01,DALOA,C2003,AS27133,0.04679204837071744,district
32368,2017-01-01,KORHOGO,C3043,AS27138,0.0,district
31549,2017-01-01,KORHOGO,C3021,AS27133,0.0875,district
13611,2017-01-01,ALEPE,C1093,AS27133,0.3472802460494921,district
3531,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS17005,0.0,district
13789,2017-01-01,SASSANDRA,C1095,AS27000,0.6556538138034038,district
36205,2017-01-01,TANDA,C4026,AS27133,0.2,district
4469,2017-01-01,COCODY-BINGERVILLE,C1029,AS27137,0.1135275301107683,district
29284,2017-01-01,FERKESSEDOUGOU,C3012,AS27000,0.7637693732060163,district
17450,2017-01-01,BOUAFLE,C2002,AS46000,0.22227508998281423,district
17622,2017-01-01,DALOA,C2003,AS27134,0.21607661341109194,district
17654,2017-01-01,DALOA,C2003,AS27137,0.20685976938188358,district
4559,2017-01-01,COCODY-BINGERVILLE,C1029,AS27139,0.0,district
25058,2017-01-01,SOUBRE,C2064,AS27000,0.7293575003956068,district
24659,2017-01-01,SAKASSOU,C2062,AS27138,0.37254217223791797,district
759,2017-01-01,ABOISSO,C1008,AS27134,0.44642365766461534,district
29225,2017-01-01,DABAKALA,C3011,AS27138,0.16596750254871945,district
14012,2017-01-01,SASSANDRA,C1095,AS27138,0.16840408499409953,district
525,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27139,0.0,district
4694,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27000,0.1475155270412652,district
25193,2017-01-01,SOUBRE,C2064,AS27134,0.5999662059404572,district
17253,2017-01-01,BOUAFLE,C2002,AS27132,0.46961376915747416,district
18010,2017-01-01,DIVO,C2005,AS27000,0.7468032810045329,district
13114,2017-01-01,GRAND-LAHOU,C1091,AS27134,0.44642365766461534,district
30032,2017-01-01,BOUNDIALI,C3014,AS27138,0.14854455910783868,district
39031,2017-01-01,BANGOLO,C5015,AS27133,0.6528774810115598,district
32475,2017-01-01,ABENGOUROU,C4001,AS27132,0.31689755153104093,district
28562,2017-01-01,OUANGOLO,C3001,AS27132,0.10138497016059451,district
18053,2017-01-01,DIVO,C2005,AS27133,0.5421083376584285,district
13071,2017-01-01,GRAND-LAHOU,C1091,AS27133,0.691616341945965,district
24900,2017-01-01,SINFRA,C2063,AS27134,0.5818040275902476,district
31452,2017-01-01,OUANGOLO,C3020,AS27139,0.0,district
14055,2017-01-01,SASSANDRA,C1095,AS27139,0.0,district
4386,2017-01-01,COCODY-BINGERVILLE,C1029,AS27133,0.08872600931037929,district
13029,2017-01-01,GRAND-LAHOU,C1091,AS27132,0.32196040227736916,district
4739,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS27132,0.14978258510002293,district
849,2017-01-01,ABOISSO,C1008,AS27138,0.16601681104398092,district
18096,2017-01-01,DIVO,C2005,AS27134,0.5627587573475501,district
12986,2017-01-01,GRAND-LAHOU,C1091,AS27000,0.6383839488376719,district
14083,2017-01-01,SASSANDRA,C1095,AS42018,0.0,district
17220,2017-01-01,BOUAFLE,C2002,AS27000,0.8810667826856365,district
18135,2017-01-01,DIVO,C2005,AS27137,0.22770727315975803,district
13144,2017-01-01,GRAND-LAHOU,C1091,AS27137,0.17411551486818438,district
17339,2017-01-01,BOUAFLE,C2002,AS27137,0.19365160704514459,district
3485,2017-01-01,ABOBO-EST,C1026,AS27138,0.581101935521063,district
40525,2017-01-01,TOULEPLEU,C5021,AS27138,0.5132665876334501,district
4431,2017-01-01,COCODY-BINGERVILLE,C1029,AS27134,0.16349342807950834,district
17758,2017-01-01,DALOA,C2003,AS46000,0.13550859848197191,district
17773,2017-01-01,DIMBOKRO,C2004,AS27000,0.6761345357649458,district
13351,2017-01-01,JACQUEVILLE,C1092,AS27133,0.6124111361993032,district
4639,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS17005,0.0,district
32430,2017-01-01,ABENGOUROU,C4001,AS27000,0.6754261538692837,district
17806,2017-01-01,DIMBOKRO,C2004,AS27132,0.23712672619354636,district
17839,2017-01-01,DIMBOKRO,C2004,AS27133,0.4942213504982913,district
13306,2017-01-01,JACQUEVILLE,C1092,AS27132,0.3254148765085185,district
13969,2017-01-01,SASSANDRA,C1095,AS27137,0.4478479717580213,district
17319,2017-01-01,BOUAFLE,C2002,AS27134,0.374119833459695,district
17872,2017-01-01,DIMBOKRO,C2004,AS27134,0.47618612445241526,district
13261,2017-01-01,JACQUEVILLE,C1092,AS27000,0.746833652231377,district
24936,2017-01-01,SINFRA,C2063,AS27137,0.19789555903014794,district
31492,2017-01-01,OUANGOLO,C3020,AS42018,0.0,district
40664,2017-01-01,DALOA,C5060,AS27134,0.3997907514046095,district
39005,2017-01-01,ZOUAN-HOUNIEN,C5006,AS42018,0.0,district
38119,2017-01-01,ODIENNE,C5003,AS27000,0.6622955182979694,district
34358,2017-01-01,BOUNA,C4018,AS27138,0.2825581731890667,district
32280,2017-01-01,KORHOGO,C3043,AS27134,0.0,district
804,2017-01-01,ABOISSO,C1008,AS27137,0.28692057613267197,district
13184,2017-01-01,GRAND-LAHOU,C1091,AS27138,0.70636525725651,district
40472,2017-01-01,TOULEPLEU,C5021,AS27134,0.8517469582620582,district
17286,2017-01-01,BOUAFLE,C2002,AS27133,0.49206235715801816,district
36424,2017-01-01,TANDA,C4026,AS46000,0.0,district
29392,2017-01-01,FERKESSEDOUGOU,C3012,AS27134,0.5899969688722313,district
1616,2017-01-01,ABOBO-EST,C1011,AS46000,0.09143010597979653,district
18732,2017-01-01,SAN PEDRO,C2007,AS27137,0.3088872794247396,district
3395,2017-01-01,ABOBO-EST,C1026,AS27134,0.18405314071344536,district
5417,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1035,AS27137,0.15734541036454905,district
40576,2017-01-01,DALOA,C5060,AS27000,0.7460821118315766,district
1433,2017-01-01,ABOBO-EST,C1011,AS27133,0.15518602226554196,district
11158,2017-01-01,ANYAMA,C1084,AS27137,0.3,district
14981,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27133,0.002516517588818414,district
30153,2017-01-01,BOUNDIALI,C3015,AS27133,0.5745292760914881,district
39339,2017-01-01,BIANKOUMA,C5016,AS27138,0.6683283339500056,district
19706,2017-01-01,BOUAFLE,C2011,AS17005,0.6563025210084034,district
11113,2017-01-01,ANYAMA,C1084,AS27134,0.8156705983478153,district
27516,2017-01-01,KORHOGO,C2127,AS27132,0.3,district
26057,2017-01-01,TABOU,C2066,AS42018,0.0,district
28823,2017-01-01,BOUNDIALI,C3010,AS27134,0.46868115611449834,district
1478,2017-01-01,ABOBO-EST,C1011,AS27134,0.14427548852203548,district
31097,2017-01-01,NIAKARAMADOUGOU,C3019,AS27137,0.19365160704514459,district
16479,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27134,0.09462689452982266,district
25420,2017-01-01,TIASSALE,C2065,AS17005,0.1,district
11068,2017-01-01,ANYAMA,C1084,AS27133,0.5063974388210593,district
36250,2017-01-01,TANDA,C4026,AS27134,0.2,district
15024,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27134,0.003744529690015673,district
5462,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1035,AS27138,0.07645852315097801,district
24283,2017-01-01,ISSIA,C2061,AS27000,0.09793324382237933,district
29543,2017-01-01,KATIOLA,C3013,AS17005,0.0,district
36094,2017-01-01,TANDA,C4026,AS17005,0.0,district
32048,2017-01-01,TENGRELA,C3023,AS27137,0.1987372681054447,district
38669,2017-01-01,TOUBA,C5004,AS42018,0.0,district
16524,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27137,0.2839783039764028,district
3260,2017-01-01,ABOBO-EST,C1026,AS27000,0.07497331514021079,district
41082,2017-01-01,ODIENNE,C5063,AS27139,0.0,district
14861,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS17005,0.0,district
19397,2017-01-01,YAMOUSSOUKRO,C2009,AS42018,0.0,district
11362,2017-01-01,COCODY-BINGERVILLE,C1086,AS27133,0.4964175345765275,district
31754,2017-01-01,NIAKARAMADOUGOU,C3022,AS27134,0.14106922006741857,district
24344,2017-01-01,ISSIA,C2061,AS27133,0.6341627229932832,district
19431,2017-01-01,YAMOUSSOUKRO,C2009,AS46000,0.1360219367591604,district
11317,2017-01-01,COCODY-BINGERVILLE,C1086,AS27132,0.27765140917378384,district
14893,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27000,0.021123154020233827,district
16578,2017-01-01,ADIAKE,C1679,AS27000,0.18168269230769235,district
31192,2017-01-01,OUANGOLO,C3020,AS27000,0.7637693732060163,district
32799,2017-01-01,BONDOUKOU,C4002,AS27133,0.653615175067465,district
267,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS27000,0.1003339848837171,district
5372,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1035,AS27134,0.18661297626634293,district
1400,2017-01-01,ABOBO-EST,C1011,AS27132,0.12603279239826956,district
31177,2017-01-01,NIAKARAMADOUGOU,C3019,AS27139,0.0,district
11272,2017-01-01,COCODY-BINGERVILLE,C1086,AS27000,0.7331149279218084,district
11238,2017-01-01,ANYAMA,C1084,AS42018,0.2,district
4075,2017-01-01,YOPOUGON-OUEST-SONGON,C1028,AS27133,0.35217478229968624,district
37854,2017-01-01,GUIGLO,C5002,AS27000,0.9129871982334776,district
33981,2017-01-01,BONGOUANOU,C4017,AS27134,0.21372488680207785,district
31142,2017-01-01,NIAKARAMADOUGOU,C3019,AS27138,0.3269193155045816,district
27561,2017-01-01,KORHOGO,C2127,AS27133,0.2,district
11203,2017-01-01,ANYAMA,C1084,AS27138,1.0,district
14938,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27132,0.025772921452608965,district
40350,2017-01-01,TOULEPLEU,C5021,AS27000,0.9129871982334776,district
19752,2017-01-01,BOUAFLE,C2011,AS27000,0.2857282502443793,district
11023,2017-01-01,ANYAMA,C1084,AS27132,0.9496846488379249,district
29794,2017-01-01,KATIOLA,C3013,AS27138,0.8092737026968277,district
32844,2017-01-01,BONDOUKOU,C4002,AS27134,0.5551195106883172,district
38634,2017-01-01,TOUBA,C5004,AS27139,0.0,district
19901,2017-01-01,BOUAFLE,C2011,AS27137,0.0,district
10797,2017-01-01,ALEPE,C1083,AS27133,0.46186846207399157,district
24196,2017-01-01,OUME,C2060,AS42018,0.0,district
15172,2017-01-01,TIASSALE,C1112,AS27132,0.21027159101849438,district
16389,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27132,0.12886298853664796,district
37075,2017-01-01,BONGOUANOU,C4054,AS17005,0.0,district
27401,2017-01-01,ZUENOULA,C2071,AS42018,0.0,district
3985,2017-01-01,YOPOUGON-OUEST-SONGON,C1028,AS27000,0.10446498807264955,district
33939,2017-01-01,BONGOUANOU,C4017,AS27133,0.3664376944770114,district
36562,2017-01-01,ADZOPE,C4037,AS27133,0.2890873805514992,district
29144,2017-01-01,DABAKALA,C3011,AS27134,0.32969960639267093,district
32889,2017-01-01,BONDOUKOU,C4002,AS27137,0.4708157349782889,district
10753,2017-01-01,ADIAKE,C1082,AS42018,0.0,district
19946,2017-01-01,BOUAFLE,C2011,AS27138,0.0,district
24161,2017-01-01,OUME,C2060,AS27139,0.0,district
19991,2017-01-01,BOUAFLE,C2011,AS27139,0.0,district
25714,2017-01-01,TIASSALE,C2065,AS27139,0.0,district
20029,2017-01-01,BOUAFLE,C2011,AS42018,0.0,district
10694,2017-01-01,ADIAKE,C1082,AS27137,0.28692057613267197,district
26094,2017-01-01,TABOU,C2066,AS46000,0.10366992167377267,district
5618,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1051,AS27133,0.16742095125717454,district
10655,2017-01-01,ADIAKE,C1082,AS27134,0.7334809215670989,district
15217,2017-01-01,TIASSALE,C1112,AS27133,0.45151657450259186,district
31788,2017-01-01,NIAKARAMADOUGOU,C3022,AS27137,0.14579633892754368,district
35757,2017-01-01,DAOUKRO,C4024,AS27137,0.1300931169899835,district
19364,2017-01-01,YAMOUSSOUKRO,C2009,AS27139,0.0,district
35626,2017-01-01,DAOUKRO,C4024,AS27000,0.15381919821061268,district
25471,2017-01-01,TIASSALE,C2065,AS27000,0.320978391585673,district
38411,2017-01-01,TOUBA,C5004,AS27000,0.7994911657877346,district
5496,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1035,AS42018,0.0,district
10978,2017-01-01,ANYAMA,C1084,AS27000,0.746833652231377,district
219,2017-01-01,YOPOUGON-OUEST-SONGON,C1007,AS17005,0.0,district
3211,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS46000,0.09696034973772269,district
4030,2017-01-01,YOPOUGON-OUEST-SONGON,C1028,AS27132,0.04648827081115292,district
1523,2017-01-01,ABOBO-EST,C1011,AS27137,0.1563556232700378,district
5510,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1035,AS46000,0.1380985738782078,district
39377,2017-01-01,BLOLEQUIN,C5017,AS27000,0.9309970185542612,district
27477,2017-01-01,KORHOGO,C2127,AS27000,0.08695652173913043,district
15076,2017-01-01,TIASSALE,C1112,AS17005,0.0,district
16434,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27133,0.10783662257036468,district
19797,2017-01-01,BOUAFLE,C2011,AS27132,0.0,district
10927,2017-01-01,ANYAMA,C1084,AS17005,0.0,district
24238,2017-01-01,OUME,C2060,AS46000,0.8309388309812608,district
3717,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27134,0.16293935461925724,district
19811,2017-01-01,BOUAFLE,C2011,AS27133,0.509090909090909,district
10887,2017-01-01,ALEPE,C1083,AS46000,0.3723532631754656,district
1556,2017-01-01,ABOBO-EST,C1011,AS27138,0.14413949660310915,district
34264,2017-01-01,BOUNA,C4018,AS27133,0.6772075909485394,district
28867,2017-01-01,BOUNDIALI,C3010,AS27137,0.2871508770448535,district
19856,2017-01-01,BOUAFLE,C2011,AS27134,0.8666666666666666,district
27438,2017-01-01,ZUENOULA,C2071,AS46000,0.07663581411726982,district
10842,2017-01-01,ALEPE,C1083,AS27138,0.07627065274197235,district
15127,2017-01-01,TIASSALE,C1112,AS27000,0.1587215777237026,district
5560,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1051,AS27000,0.04997029378984563,district
29853,2017-01-01,KATIOLA,C3013,AS46000,0.10715927773694381,district
11407,2017-01-01,COCODY-BINGERVILLE,C1086,AS27134,0.43549647897956295,district
14847,2017-01-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS46000,0.0,district
11987,2017-01-01,DABOU,C1088,AS27000,0.746833652231377,district
32145,2017-01-01,TENGRELA,C3023,AS42018,0.0,district
35230,2017-01-01,M'BAHIAKRO,C4022,AS27000,0.6148527632638527,district
5123,2017-01-01,ADJAME-PLATEAU-ATTECOUBE,C1034,AS27132,0.07808285627743979,district
39210,2017-01-01,BIANKOUMA,C5016,AS27133,0.5499715627402644,district
18923,2017-01-01,SEGUELA,C2008,AS27137,0.3962746057772753,district
29940,2017-01-01,BOUNDIALI,C3014,AS27133,0.1436453167979171,district
30113,2017-01-01,BOUNDIALI,C3015,AS27132,0.32196040227736916,district
