,date,region,site_code,product_code,pred_share_regionlev,agg_level
21046,2017-06-01,GBEKE,C2047,AS27134,0.2577860711581035,region
7345,2017-06-01,ABIDJAN 2,C1061,AS42018,0.0,region
17422,2017-06-01,MARAHOUE,C2002,AS42018,0.016666666666666666,region
20636,2017-06-01,GOH,C2017,AS27133,0.2727413609110837,region
26062,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2066,AS42018,0.0,region
16789,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1681,AS17005,0.043115429632486525,region
39550,2017-06-01,TONKPI,C5018,AS27000,0.08606501249965044,region
29858,2017-06-01,HAMBOL,C3013,AS46000,0.5824204020007506,region
40039,2017-06-01,CAVALLY-GUEMON,C5020,AS27000,0.10516197169138326,region
4474,2017-06-01,ABIDJAN 2,C1029,AS27137,0.03539505633435468,region
6277,2017-06-01,ABIDJAN 2,C1055,AS27138,0.01165367498210236,region
8485,2017-06-01,ABIDJAN 2,C1069,AS27133,0.09209582455161877,region
27327,2017-06-01,MARAHOUE,C2071,AS27138,0.10116284490920166,region
22394,2017-06-01,GOH,C2053,AS27000,0.10116284490920166,region
25566,2017-06-01,AGNEBY-TIASSA-ME,C2065,AS27133,0.10116284490920166,region
4744,2017-06-01,ABIDJAN 2,C1030,AS27132,0.031610760807842794,region
31238,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3020,AS27132,0.7071936274509805,region
27482,2017-06-01,PORO-TCHOLOGO-BAGOUE,C2127,AS27000,0.10116284490920166,region
13794,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1095,AS27000,0.10116284490920166,region
18393,2017-06-01,GOH,C2006,AS27137,0.12741481783948097,region
34408,2017-06-01,BOUNKANI-GONTOUGO,C4018,AS27139,2.68577108449855e-05,region
35473,2017-06-01,N'ZI-IFOU-MORONOU,C4022,AS27139,0.019424584287671794,region
7442,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27132,0.00019928265075508408,region
8918,2017-06-01,ABIDJAN 2,C1072,AS27133,0.006258635965595645,region
8101,2017-06-01,ABIDJAN 2,C1066,AS27138,0.02631408585704339,region
29754,2017-06-01,HAMBOL,C3013,AS27137,0.9441666666666666,region
17455,2017-06-01,MARAHOUE,C2002,AS46000,0.13531871387679023,region
33761,2017-06-01,N'ZI-IFOU-MORONOU,C4016,AS27138,0.10116284490920166,region
12344,2017-06-01,LOH-DJIBOUA,C1089,AS27132,0.12401950446846903,region
1483,2017-06-01,ABIDJAN 2,C1011,AS27134,0.023342458641331935,region
16173,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27137,0.011764705882352941,region
9845,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27133,0.01848844676063108,region
21407,2017-06-01,N'ZI-IFOU-MORONOU,C2049,AS27137,0.10116284490920166,region
20677,2017-06-01,GOH,C2017,AS27138,0.25051908904545683,region
582,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1007,AS46000,0.09526769998278786,region
18101,2017-06-01,LOH-DJIBOUA,C2005,AS27134,0.17262154218507733,region
2698,2017-06-01,ABIDJAN 2,C1018,AS27137,0.04350139120756817,region
5467,2017-06-01,ABIDJAN 2,C1035,AS27138,0.026465002031679764,region
3025,2017-06-01,ABIDJAN 2,C1024,AS27133,0.030032484760085985,region
21227,2017-06-01,N'ZI-IFOU-MORONOU,C2049,AS27000,0.10116284490920166,region
22046,2017-06-01,BELIER,C2051,AS27137,0.10116284490920166,region
15386,2017-06-01,AGNEBY-TIASSA-ME,C1112,AS27139,0.12122895275870693,region
35952,2017-06-01,N'ZI-IFOU-MORONOU,C4025,AS27134,0.10116284490920166,region
8874,2017-06-01,ABIDJAN 2,C1072,AS27132,0.005230427785547239,region
19221,2017-06-01,BELIER,C2009,AS27133,0.10116284490920166,region
40249,2017-06-01,CAVALLY-GUEMON,C5020,AS27138,0.13451199375773587,region
17582,2017-06-01,HAUT-SASSANDRA,C2003,AS27133,0.090902554348338,region
23679,2017-06-01,LOH-DJIBOUA,C2059,AS27000,0.11666419836689387,region
13076,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1091,AS27133,0.06093511376302074,region
5422,2017-06-01,ABIDJAN 2,C1035,AS27137,0.03225311655768434,region
15549,2017-06-01,ABIDJAN 2,C1144,AS27132,0.02729305725435552,region
34082,2017-06-01,N'ZI-IFOU-MORONOU,C4017,AS27139,0.019424584287671794,region
2884,2017-06-01,ABIDJAN 2,C1024,AS17005,0.011841512566092716,region
33468,2017-06-01,AGNEBY-TIASSA-ME,C4015,AS27134,0.10116284490920166,region
4879,2017-06-01,ABIDJAN 2,C1030,AS27137,0.028206285390251058,region
37619,2017-06-01,AGNEBY-TIASSA-ME,C4061,AS27138,0.10116284490920166,region
11163,2017-06-01,ABIDJAN 2,C1084,AS27137,0.09806647181127737,region
3536,2017-06-01,ABIDJAN 2,C1027,AS17005,0.11180032990168587,region
33860,2017-06-01,N'ZI-IFOU-MORONOU,C4017,AS27000,0.10116284490920166,region
23229,2017-06-01,HAUT-SASSANDRA,C2056,AS27134,0.8188216560509556,region
631,2017-06-01,SUD-COMOE,C1008,AS27000,0.10116284490920166,region
22078,2017-06-01,BELIER,C2051,AS27138,0.10116284490920166,region
36925,2017-06-01,AGNEBY-TIASSA-ME,C4038,AS27137,0.10116284490920166,region
16083,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27133,0.4020694578609317,region
27656,2017-06-01,PORO-TCHOLOGO-BAGOUE,C2127,AS27137,0.10116284490920166,region
8575,2017-06-01,ABIDJAN 2,C1069,AS27137,0.14253201039451924,region
18790,2017-06-01,WORODOUGOU-BERE,C2008,AS17005,0.07939076669544218,region
17537,2017-06-01,HAUT-SASSANDRA,C2003,AS27132,0.3069741218593983,region
9212,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27132,0.02584406011563619,region
23434,2017-06-01,BELIER,C2057,AS27000,0.10116284490920166,region
38169,2017-06-01,KABADOUGOU-BAFING-FOLON,C5003,AS27132,0.482079197538566,region
12127,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1088,AS27134,0.16082720986631904,region
11208,2017-06-01,ABIDJAN 2,C1084,AS27138,0.11680721255201809,region
32373,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3043,AS27138,0.10116284490920166,region
30815,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3018,AS27132,0.13240831717302834,region
33730,2017-06-01,N'ZI-IFOU-MORONOU,C4016,AS27137,0.10116284490920166,region
21542,2017-06-01,N'ZI-IFOU-MORONOU,C2049,AS46000,0.11003095849285685,region
24439,2017-06-01,GBEKE,C2062,AS27000,0.9048076923076923,region
16218,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27138,0.0,region
21777,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27138,0.10116284490920166,region
25063,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27000,0.03648328363227884,region
30674,2017-06-01,WORODOUGOU-BERE,C3017,AS27139,0.0,region
9755,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27000,0.43002938992888734,region
3216,2017-06-01,ABIDJAN 2,C1024,AS46000,0.005987831194280089,region
27913,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2131,AS27134,0.10116284490920166,region
16747,2017-06-01,SUD-COMOE,C1679,AS46000,0.1194415631751429,region
36345,2017-06-01,BOUNKANI-GONTOUGO,C4026,AS27138,0.10116284490920166,region
20269,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2015,AS27137,0.19075928604965384,region
22719,2017-06-01,LOH-DJIBOUA,C2055,AS27000,0.11666419836689387,region
16038,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27132,0.13254047322540474,region
21452,2017-06-01,N'ZI-IFOU-MORONOU,C2049,AS27138,0.10116284490920166,region
25153,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27133,0.05808240597503841,region
9890,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27134,0.03758105051520483,region
14697,2017-06-01,ABIDJAN 2,C1101,AS27134,0.060863296250374364,region
40355,2017-06-01,CAVALLY-GUEMON,C5021,AS27000,0.11698962322033905,region
20805,2017-06-01,WORODOUGOU-BERE,C2041,AS27132,0.13643919475319727,region
13616,2017-06-01,AGNEBY-TIASSA-ME,C1093,AS27133,0.10116284490920166,region
17377,2017-06-01,MARAHOUE,C2002,AS27138,0.10116284490920166,region
22937,2017-06-01,LOH-DJIBOUA,C2055,AS27138,0.14381806514274784,region
3160,2017-06-01,ABIDJAN 2,C1024,AS27138,0.026541916342563913,region
31838,2017-06-01,HAMBOL,C3022,AS27138,0.10320228332620043,region
18140,2017-06-01,LOH-DJIBOUA,C2005,AS27137,0.8642857142857142,region
12308,2017-06-01,LOH-DJIBOUA,C1089,AS27000,0.11666419836689387,region
13661,2017-06-01,AGNEBY-TIASSA-ME,C1093,AS27134,0.10116284490920166,region
9494,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27132,0.027095631365879502,region
35631,2017-06-01,N'ZI-IFOU-MORONOU,C4024,AS27000,0.07131073002707206,region
23139,2017-06-01,HAUT-SASSANDRA,C2056,AS27132,0.4170531257705303,region
31102,2017-06-01,HAMBOL,C3019,AS27137,0.30119194327051624,region
37988,2017-06-01,CAVALLY-GUEMON,C5002,AS27134,0.038034233256100544,region
33902,2017-06-01,N'ZI-IFOU-MORONOU,C4017,AS27132,0.10116284490920166,region
27521,2017-06-01,PORO-TCHOLOGO-BAGOUE,C2127,AS27132,0.10116284490920166,region
18058,2017-06-01,LOH-DJIBOUA,C2005,AS27133,0.1889705882352941,region
9800,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27132,0.24831245394252024,region
17410,2017-06-01,MARAHOUE,C2002,AS27139,0.01974960852348743,region
38595,2017-06-01,KABADOUGOU-BAFING-FOLON,C5004,AS27138,0.09948011095576186,region
22807,2017-06-01,LOH-DJIBOUA,C2055,AS27133,0.11666419836689387,region
28784,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3010,AS27133,0.10116284490920166,region
20760,2017-06-01,WORODOUGOU-BERE,C2041,AS27000,0.1958807633945013,region
27828,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2131,AS27132,0.10116284490920166,region
13707,2017-06-01,AGNEBY-TIASSA-ME,C1093,AS46000,0.1194415631751429,region
16128,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27134,0.029629629629629627,region
5084,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1034,AS27000,0.011134164582180955,region
10256,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1078,AS27134,0.08124217398484056,region
6818,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27000,0.013304285633460856,region
15500,2017-06-01,ABIDJAN 2,C1144,AS17005,0.013590840688078611,region
13884,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C1095,AS27133,0.10116284490920166,region
31554,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3021,AS27133,0.10116284490920166,region
28740,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3010,AS27132,0.10116284490920166,region
18647,2017-06-01,GBOKLE-NAWA-SAN PEDRO,C2007,AS27133,0.10116284490920166,region
7094,2017-06-01,ABIDJAN 2,C1061,AS27000,0.09561171109998523,region
12653,2017-06-01,SUD-COMOE,C1090,AS27132,0.750192324253575,region
39743,2017-06-01,TONKPI,C5018,AS27138,0.6385545408014,region
40120,2017-06-01,CAVALLY-GUEMON,C5020,AS27133,0.11703036065777483,region
10457,2017-06-01,ABIDJAN 2,C1080,AS27134,0.09702823681077823,region
1438,2017-06-01,ABIDJAN 2,C1011,AS27133,0.030766622580752356,region
22435,2017-06-01,GOH,C2053,AS27132,0.10116284490920166,region
25649,2017-06-01,AGNEBY-TIASSA-ME,C2065,AS27137,0.10116284490920166,region
2488,2017-06-01,ABIDJAN 2,C1018,AS17005,0.005333333333333334,region
3070,2017-06-01,ABIDJAN 2,C1024,AS27134,0.031639195886260275,region
34124,2017-06-01,N'ZI-IFOU-MORONOU,C4017,AS46000,0.19719296234792819,region
30158,2017-06-01,PORO-TCHOLOGO-BAGOUE,C3015,AS27133,0.10116284490920166,region
33378,2017-06-01,AGNEBY-TIASSA-ME,C4015,AS27132,0.10116284490920166,region
11591,2017-06-01,SUD-COMOE,C1087,AS27000,0.6750033275105187,region
26445,2017-06-01,BELIER,C2068,AS42018,0.0,region
4519,2017-06-01,ABIDJAN 2,C1029,AS27138,0.029716127166403962,region
39036,2017-06-01,CAVALLY-GUEMON,C5015,AS27133,0.13021667960420608,region
32480,2017-06-01,INDENIE-DJUABLIN,C4001,AS27132,0.1206702025072324,region
14866,2017-06-01,ABIDJAN 1-GRANDS PONTS,C1106,AS17005,0.043115429632486525,region
10983,2017-06-01,ABIDJAN 2,C1084,AS27000,0.09595006969487525,region
27089,2017-06-01,HAUT-SASSANDRA,C2070,AS42018,0.0,region
39892,2017-06-01,CAVALLY-GUEMON,C5019,AS27133,0.20344459236591628,region
38932,2017-06-01,TONKPI,C5006,AS27138,0.003486162672931415,region
15516,2017-06-01,ABIDJAN 2,C1144,AS27000,0.02585028013634282,region
41210,2017-06-01,KABADOUGOU-BAFING-FOLON,C5066,AS27133,0.0695826590646291,region
39344,2017-06-01,TONKPI,C5016,AS27138,0.1619285739257629,region
10416,2017-06-01,ABIDJAN 2,C1080,AS27000,0.09451173191808492,region
10257,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1078,AS27134,0.10218527897564093,region
21912,2017-07-01,BELIER,C2051,AS27132,0.10116284490920166,region
20227,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2015,AS27134,0.05342362648326367,region
14812,2017-07-01,ABIDJAN 2,C1101,AS27139,0.011448919889590058,region
33762,2017-07-01,N'ZI-IFOU-MORONOU,C4016,AS27138,0.10116284490920166,region
18974,2017-07-01,WORODOUGOU-BERE,C2008,AS27138,0.10116284490920166,region
23809,2017-07-01,LOH-DJIBOUA,C2059,AS27134,0.1275801058310345,region
30985,2017-07-01,HAMBOL,C3019,AS27000,0.35455480201206147,region
23479,2017-07-01,BELIER,C2057,AS27132,0.10116284490920166,region
14899,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1106,AS27000,0.05253187548906248,region
32978,2017-07-01,BOUNKANI-GONTOUGO,C4002,AS27139,0.0021293927068507723,region
26368,2017-07-01,BELIER,C2068,AS27138,0.10116284490920166,region
12530,2017-07-01,LOH-DJIBOUA,C1089,AS27139,0.021228952758706933,region
1992,2017-07-01,ABIDJAN 2,C1015,AS27133,0.025954213949761374,region
4081,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27133,0.0389411119221637,region
5786,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27132,0.08899588294286212,region
10299,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1078,AS27137,0.09625110787406033,region
25720,2017-07-01,AGNEBY-TIASSA-ME,C2065,AS27139,0.12122895275870693,region
6864,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27132,0.013304285633460856,region
2619,2017-07-01,ABIDJAN 2,C1018,AS27133,0.013616847445929437,region
16530,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1413,AS27137,0.018965691544902394,region
14867,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1106,AS17005,0.043115429632486525,region
18470,2017-07-01,GOH,C2006,AS27139,0.09424964936886396,region
12575,2017-07-01,SUD-COMOE,C1090,AS17005,0.0,region
33176,2017-07-01,INDENIE-DJUABLIN,C4014,AS27000,0.7675808335404961,region
16539,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1413,AS27138,0.016047682160137335,region
28785,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3010,AS27133,0.10116284490920166,region
20270,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2015,AS27137,0.041076442085929574,region
24071,2017-07-01,GOH,C2060,AS27134,0.11353500572285995,region
31760,2017-07-01,HAMBOL,C3022,AS27134,0.09120228332620042,region
1220,2017-07-01,ABIDJAN 2,C1010,AS27134,0.03482518401149903,region
10214,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1078,AS27133,0.031656326490748184,region
14944,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1106,AS27132,0.05253187548906248,region
34083,2017-07-01,N'ZI-IFOU-MORONOU,C4017,AS27139,0.019424584287671794,region
36656,2017-07-01,AGNEBY-TIASSA-ME,C4037,AS27137,0.2028548399334395,region
27238,2017-07-01,MARAHOUE,C2071,AS27133,0.10116284490920166,region
32571,2017-07-01,INDENIE-DJUABLIN,C4001,AS27134,0.34798761609907114,region
34640,2017-07-01,N'ZI-IFOU-MORONOU,C4019,AS27134,0.10116284490920166,region
24530,2017-07-01,GBEKE,C2062,AS27133,0.8125,region
21171,2017-07-01,GBEKE,C2047,AS27139,0.1,region
20345,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2015,AS27139,0.011886124566837467,region
37554,2017-07-01,AGNEBY-TIASSA-ME,C4061,AS27134,0.10116284490920166,region
30432,2017-07-01,WORODOUGOU-BERE,C3017,AS27000,0.7934729064039409,region
39216,2017-07-01,TONKPI,C5016,AS27133,0.30901863179391864,region
2769,2017-07-01,ABIDJAN 2,C1018,AS27139,0.0,region
11942,2017-07-01,SUD-COMOE,C1087,AS46000,0.037143421078680273,region
40435,2017-07-01,CAVALLY-GUEMON,C5021,AS27133,0.1537875953817385,region
21126,2017-07-01,GBEKE,C2047,AS27138,0.2114180966087928,region
36256,2017-07-01,BOUNKANI-GONTOUGO,C4026,AS27134,0.10116284490920166,region
41275,2017-07-01,KABADOUGOU-BAFING-FOLON,C5066,AS27138,0.06844629542826546,region
273,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1007,AS27000,0.06556661514370157,region
25752,2017-07-01,AGNEBY-TIASSA-ME,C2065,AS46000,0.1194415631751429,region
32998,2017-07-01,BOUNKANI-GONTOUGO,C4002,AS42018,0.2,region
26738,2017-07-01,BELIER,C2069,AS42018,0.0,region
22808,2017-07-01,LOH-DJIBOUA,C2055,AS27133,0.11666419836689387,region
34773,2017-07-01,BOUNKANI-GONTOUGO,C4020,AS27000,0.10116284490920166,region
27999,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2131,AS27138,0.10116284490920166,region
16584,2017-07-01,SUD-COMOE,C1679,AS27000,0.10116284490920166,region
38675,2017-07-01,KABADOUGOU-BAFING-FOLON,C5004,AS42018,0.0,region
5744,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27000,0.07649858291655616,region
7310,2017-07-01,ABIDJAN 2,C1061,AS27138,0.08880721255201811,region
32085,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3023,AS27138,0.10116284490920166,region
7346,2017-07-01,ABIDJAN 2,C1061,AS42018,0.0,region
20309,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2015,AS27138,0.020913245571642182,region
34764,2017-07-01,BOUNKANI-GONTOUGO,C4020,AS17005,0.07939076669544218,region
9303,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27134,0.01694307568073743,region
26278,2017-07-01,BELIER,C2068,AS27134,0.10116284490920166,region
979,2017-07-01,AGNEBY-TIASSA-ME,C1009,AS27133,0.05394615815096622,region
29859,2017-07-01,HAMBOL,C3013,AS46000,0.0504950495049505,region
17910,2017-07-01,N'ZI-IFOU-MORONOU,C2004,AS27137,0.31442824438946226,region
5129,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1034,AS27132,0.011690086969427652,region
20806,2017-07-01,WORODOUGOU-BERE,C2041,AS27132,0.1722421620834079,region
33083,2017-07-01,BOUNKANI-GONTOUGO,C4003,AS27137,0.10116284490920166,region
15550,2017-07-01,ABIDJAN 2,C1144,AS27132,0.028345754933087535,region
40250,2017-07-01,CAVALLY-GUEMON,C5020,AS27138,0.09682231404395765,region
35953,2017-07-01,N'ZI-IFOU-MORONOU,C4025,AS27134,0.10116284490920166,region
37620,2017-07-01,AGNEBY-TIASSA-ME,C4061,AS27138,0.10116284490920166,region
27829,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2131,AS27132,0.10116284490920166,region
33861,2017-07-01,N'ZI-IFOU-MORONOU,C4017,AS27000,0.10116284490920166,region
16084,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27133,0.1910007993620912,region
31839,2017-07-01,HAMBOL,C3022,AS27138,0.09120228332620042,region
12309,2017-07-01,LOH-DJIBOUA,C1089,AS27000,0.11666419836689387,region
35185,2017-07-01,BOUNKANI-GONTOUGO,C4021,AS46000,0.13531871387679023,region
3071,2017-07-01,ABIDJAN 2,C1024,AS27134,0.025237397724591736,region
27090,2017-07-01,HAUT-SASSANDRA,C2070,AS42018,0.0,region
26446,2017-07-01,BELIER,C2068,AS42018,0.0,region
32616,2017-07-01,INDENIE-DJUABLIN,C4001,AS27137,0.1006702025072324,region
18791,2017-07-01,WORODOUGOU-BERE,C2008,AS17005,0.07939076669544218,region
16039,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27132,0.8209708737864079,region
9756,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27000,0.2773140664644525,region
41332,2017-07-01,KABADOUGOU-BAFING-FOLON,C5066,AS42018,0.0,region
45,2017-07-01,AGNEBY-TIASSA-ME,C1004,AS27132,0.10116284490920166,region
30861,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3018,AS27133,0.03628188612229479,region
39787,2017-07-01,TONKPI,C5018,AS27139,0.10353501657073087,region
7058,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1059,AS42018,0.0,region
15994,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27000,0.4571215214463459,region
3849,2017-07-01,ABIDJAN 2,C1027,AS42018,0.0,region
23017,2017-07-01,LOH-DJIBOUA,C2055,AS42018,0.0,region
29038,2017-07-01,HAMBOL,C3011,AS27000,0.12180429951590063,region
15583,2017-07-01,ABIDJAN 2,C1144,AS27133,0.032922151385005025,region
24620,2017-07-01,GBEKE,C2062,AS27137,0.7125,region
33137,2017-07-01,BOUNKANI-GONTOUGO,C4003,AS27139,0.01987868563890694,region
30816,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3018,AS27132,0.034764518965958044,region
3767,2017-07-01,ABIDJAN 2,C1027,AS27137,0.028235795022581216,region
21778,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27138,0.10116284490920166,region
12128,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1088,AS27134,0.10474025334457993,region
15517,2017-07-01,ABIDJAN 2,C1144,AS27000,0.028345754933087535,region
9495,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27132,0.03137245144755919,region
37989,2017-07-01,CAVALLY-GUEMON,C5002,AS27134,0.038034233256100544,region
28991,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3010,AS42018,0.0,region
25567,2017-07-01,AGNEBY-TIASSA-ME,C2065,AS27133,0.10116284490920166,region
25938,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2066,AS27137,0.10116284490920166,region
2699,2017-07-01,ABIDJAN 2,C1018,AS27137,0.04337349397590361,region
3026,2017-07-01,ABIDJAN 2,C1024,AS27133,0.027950406473758755,region
12345,2017-07-01,LOH-DJIBOUA,C1089,AS27132,0.12401950446846903,region
9846,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27133,0.02335500005321813,region
20678,2017-07-01,GOH,C2017,AS27138,0.20571629917528353,region
40040,2017-07-01,CAVALLY-GUEMON,C5020,AS27000,0.12544232116233528,region
12083,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1088,AS27133,0.19872521575059493,region
15423,2017-07-01,AGNEBY-TIASSA-ME,C1112,AS42018,0.0,region
8486,2017-07-01,ABIDJAN 2,C1069,AS27133,0.01861813692802867,region
20637,2017-07-01,GOH,C2017,AS27133,0.1221606903034033,region
39551,2017-07-01,TONKPI,C5018,AS27000,0.4184290750191296,region
27156,2017-07-01,MARAHOUE,C2071,AS27000,0.10116284490920166,region
8396,2017-07-01,ABIDJAN 2,C1069,AS27000,0.04928366853274082,region
84,2017-07-01,AGNEBY-TIASSA-ME,C1004,AS27133,0.10116284490920166,region
3891,2017-07-01,ABIDJAN 2,C1027,AS46000,0.005987831194280089,region
6952,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27134,0.016047131938309762,region
9801,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1077,AS27132,0.13454594612894236,region
20761,2017-07-01,WORODOUGOU-BERE,C2041,AS27000,0.3353114087627366,region
15501,2017-07-01,ABIDJAN 2,C1144,AS17005,0.1135908406880786,region
30647,2017-07-01,WORODOUGOU-BERE,C3017,AS27138,0.0,region
18648,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2007,AS27133,0.10116284490920166,region
7095,2017-07-01,ABIDJAN 2,C1061,AS27000,0.0987534491111579,region
22982,2017-07-01,LOH-DJIBOUA,C2055,AS27139,0.019424584287671794,region
18693,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C2007,AS27134,0.10116284490920166,region
23936,2017-07-01,GOH,C2060,AS27000,0.1428234902390813,region
16129,2017-07-01,GBOKLE-NAWA-SAN PEDRO,C1411,AS27134,0.026415094339622643,region
23140,2017-07-01,HAUT-SASSANDRA,C2056,AS27132,0.5259636689635689,region
38461,2017-07-01,KABADOUGOU-BAFING-FOLON,C5004,AS27132,0.09110187731215624,region
20715,2017-07-01,GOH,C2017,AS46000,0.00455330360936068,region
15468,2017-07-01,AGNEBY-TIASSA-ME,C1112,AS46000,0.13531871387679023,region
40871,2017-07-01,KABADOUGOU-BAFING-FOLON,C5063,AS27132,0.15735627195537724,region
3401,2017-07-01,ABIDJAN 2,C1026,AS27134,0.03353098323710242,region
5918,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27137,0.044849670877068135,region
1847,2017-07-01,ABIDJAN 2,C1015,AS17005,0.03871700492015336,region
12270,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1088,AS46000,0.19526769998278787,region
15616,2017-07-01,ABIDJAN 2,C1144,AS27134,0.031021387371739956,region
35326,2017-07-01,N'ZI-IFOU-MORONOU,C4022,AS27133,0.10116284490920166,region
20896,2017-07-01,WORODOUGOU-BERE,C2041,AS27137,0.4541215320683435,region
12218,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1088,AS27138,0.1085138382502403,region
15862,2017-07-01,ABIDJAN 2,C1399,AS27134,0.030420834375200757,region
30675,2017-07-01,WORODOUGOU-BERE,C3017,AS27139,0.0,region
35431,2017-07-01,N'ZI-IFOU-MORONOU,C4022,AS27138,0.10116284490920166,region
15739,2017-07-01,ABIDJAN 2,C1399,AS27000,0.029508380220667856,region
39594,2017-07-01,TONKPI,C5018,AS27132,0.3307543493292329,region
29464,2017-07-01,PORO-TCHOLOGO-BAGOUE,C3012,AS27138,0.10116284490920166,region
6008,2017-07-01,ABIDJAN 2,C1055,AS17005,0.018617342638401806,region
3811,2017-07-01,ABIDJAN 2,C1027,AS27138,0.03283376742045601,region
25612,2017-07-01,AGNEBY-TIASSA-ME,C2065,AS27134,0.10116284490920166,region
34932,2017-07-01,BOUNKANI-GONTOUGO,C4020,AS46000,0.1194415631751429,region
18,2017-07-01,AGNEBY-TIASSA-ME,C1004,AS27000,0.10116284490920166,region
5041,2017-07-01,ABIDJAN 2,C1030,AS46000,0.005987831194280089,region
9619,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27137,0.04620579846816379,region
12173,2017-07-01,ABIDJAN 1-GRANDS PONTS,C1088,AS27137,0.18213751361855252,region
