"year","month","region","district","site_code","product_code","stock_initial","stock_received","stock_distributed","stock_adjustment","stock_end","average_monthly_consumption","stock_stockout_days","stock_ordered"
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27139",0,0,0,0,0,0,0,50
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27137",110,0,30,0,80,27,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27138",94,0,28,0,66,29,0,50
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27133",253,0,125,0,128,185,0,500
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27134",80,0,10,0,70,7,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27132",6,0,0,0,6,2,0,5
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27000",10,0,7,0,3,5,0,20
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27137",0,0,0,0,0,0,0,10
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27138",8,0,0,0,8,2,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27133",101,0,10,0,91,3,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS42018",5,0,0,0,5,2,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS21126",0,0,0,0,0,0,0,10
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27134",0,0,0,0,0,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27132",15,0,0,0,15,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27000",141,0,54,0,87,51,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27137",20,0,0,0,20,3,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27138",70,0,0,0,70,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27133",69,0,57,0,12,61,0,50
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS21126",0,0,0,0,0,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27134",69,0,2,0,67,9,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27000",9,0,4,0,5,7,0,20
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27139",0,0,0,0,0,0,0,10
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27137",15,0,10,0,5,8,0,20
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27138",0,0,0,0,0,6,0,20
2019,6,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27133",40,0,27,0,13,18,0,50
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS21126",0,0,0,0,0,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27134",67,0,6,0,61,6,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27000",5,20,11,0,14,8,0,10
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27139",0,0,0,0,0,0,0,10
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27137",5,20,11,0,14,11,0,10
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27138",0,20,10,0,10,8,0,10
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27133",13,50,34,0,29,24,0,25
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS46000",300,0,0,0,300,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27134",230,100,10,0,320,7,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27132",1572,30,10,-1048,544,3,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27000",912,900,63,-608,1141,149,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27139",0,0,0,0,0,0,31,30
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27137",80,0,10,0,70,20,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27138",66,50,12,0,104,19,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27133",128,500,154,0,474,171,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS42018",5,0,1,0,4,2,0,2
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS21126",0,10,0,0,10,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27134",0,0,0,0,0,0,31,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27132",15,0,3,0,12,1,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27000",87,0,16,-58,13,24,0,30
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27139",0,0,0,0,0,0,0,20
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27137",20,0,20,0,0,7,0,20
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27138",70,0,10,0,60,3,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27133",12,50,0,0,62,36,0,50
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27134",70,0,0,0,70,7,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27132",6,5,0,0,11,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27000",3,20,4,0,19,5,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27137",0,10,0,0,10,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27138",8,0,0,0,8,2,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27133",91,0,21,0,70,10,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS21126",0,0,0,0,0,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27134",61,0,7,0,54,5,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27000",14,10,2,0,22,6,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27139",0,0,0,0,0,0,0,20
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27137",14,10,1,0,23,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27138",10,10,7,0,13,6,0,10
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27133",29,25,8,0,46,23,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS46000",300,0,0,0,300,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27134",320,0,10,0,310,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27132",544,0,0,0,544,3,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27000",1141,0,32,0,1109,97,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27139",0,0,0,0,0,0,31,30
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27137",70,0,30,0,40,23,0,29
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27138",104,0,22,0,82,21,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27133",474,0,150,0,324,143,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS21126",10,0,5,0,5,2,0,10
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS42018",4,0,0,0,4,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27134",0,0,0,0,0,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27132",12,0,3,0,9,2,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27000",13,30,10,0,33,27,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27139",0,0,0,0,0,0,31,100
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27137",0,20,0,0,20,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27138",60,0,10,0,50,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27133",62,50,25,0,87,27,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27134",70,0,10,0,60,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27132",11,0,1,0,10,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27000",19,0,1,0,18,4,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27137",10,0,0,0,10,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27138",8,0,0,0,8,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27133",70,0,25,0,45,19,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27134",60,0,10,0,50,7,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27132",10,0,0,0,10,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27000",18,0,8,0,10,4,0,2
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27137",10,0,0,0,10,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27138",8,0,0,0,8,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2050","AS27133",45,0,25,0,20,24,0,50
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS21126",0,0,0,0,0,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27134",54,0,5,0,49,6,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27000",22,0,1,0,21,5,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27139",0,0,0,0,0,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27137",23,0,6,0,17,6,0,10
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27138",13,10,4,0,19,7,0,10
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2015","AS27133",46,0,33,0,13,25,0,50
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS46000",300,0,0,0,300,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27134",310,0,11,0,299,10,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27132",544,0,30,1088,1602,13,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27000",1109,0,252,2218,3075,116,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27139",0,0,0,0,0,0,0,50
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27137",40,30,20,0,50,20,0,10
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27138",82,0,7,0,75,14,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C2064","AS27133",324,0,53,0,271,119,0,100
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS42018",4,0,0,0,4,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS21126",5,10,5,0,10,3,0,5
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27134",0,0,0,0,0,0,30,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27132",9,0,3,0,6,3,0,3
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27000",33,0,3,0,30,10,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27139",0,0,0,0,0,0,30,100
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27137",20,0,10,0,10,10,0,20
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27138",50,0,10,0,40,10,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","SOUBRE","C1411","AS27133",87,0,36,0,51,20,0,25
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS42018",0,0,0,0,0,0,0,0
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",0,0,0,0,0,0,0,100
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",0,0,1,8,7,0,0,30
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,100
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",55,0,0,0,55,10,0,0
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",75,0,23,0,52,11,0,0
2019,1,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",250,0,100,0,150,42,0,200
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",0,0,0,0,0,0,0,100
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",7,30,20,0,17,7,0,10
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,300
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",55,0,30,0,25,17,0,20
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",52,0,20,0,32,14,0,10
2019,2,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",150,0,0,0,150,42,0,0
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",0,100,100,0,0,33,0,100
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",17,30,5,0,42,9,0,0
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,0
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",25,0,5,0,20,12,0,20
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",32,0,0,0,32,14,0,10
2019,3,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",150,200,25,0,325,42,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",0,100,0,0,100,33,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",42,0,10,0,32,12,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,0
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",20,20,40,0,0,25,0,100
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",32,10,25,0,17,15,0,30
2019,4,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",325,0,0,0,325,8,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",100,0,0,0,100,33,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",32,0,32,0,0,16,0,50
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",0,100,0,0,100,15,0,0
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",17,30,17,0,30,14,0,20
2019,5,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",325,0,106,0,219,44,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",100,0,0,0,100,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",0,0,0,0,0,14,0,50
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",100,0,20,0,80,20,0,0
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",30,0,20,0,10,21,0,50
2019,6,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",219,0,100,0,119,69,0,100
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",100,0,0,0,100,0,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",0,50,0,0,50,11,0,0
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,100
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",80,0,30,0,50,17,0,50
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",10,50,20,0,40,19,0,200
2019,7,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",119,100,125,0,94,110,0,200
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",100,0,0,0,100,0,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",50,0,20,0,30,7,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,0,100
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",50,50,20,0,80,23,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",40,200,20,0,220,20,0,0
2019,8,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",94,200,85,0,209,103,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS21126",0,0,0,0,0,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS46000",144,0,0,0,144,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27134",100,0,0,0,100,0,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27000",30,0,6,0,24,9,0,20
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27139",0,0,0,0,0,0,30,100
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27137",80,0,15,0,65,22,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27138",220,0,20,0,200,20,0,0
2019,9,"GBOKLE-NAWA-SAN PEDRO","TABOU","C2066","AS27133",209,0,45,0,164,85,0,100
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS42018",1,0,0,0,1,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS46000",144,0,0,0,144,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS17005",2,0,0,0,2,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27134",23,0,0,0,23,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27132",15,0,0,0,15,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27000",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27139",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27137",9,0,0,0,9,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27138",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27133",48,0,0,0,48,1,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS42018",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS46000",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS17005",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27134",50,0,50,0,0,25,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27132",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27000",0,0,0,0,0,5,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27139",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27137",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27138",1,0,0,0,1,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27133",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27134",88,0,0,0,88,1,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27132",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27000",10,0,5,0,5,2,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27138",6,0,0,0,6,1,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27133",25,0,0,0,25,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27134",0,0,0,0,0,9,0,100
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27132",0,0,0,0,0,4,0,10
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27000",240,0,20,0,220,7,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27139",0,0,0,0,0,0,0,0
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27137",4,0,1,0,3,2,0,3
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27138",0,0,0,0,0,0,0,20
2019,1,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27133",275,0,25,0,250,8,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS42018",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS46000",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS17005",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27134",0,0,0,0,0,17,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27132",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27000",0,0,0,0,0,3,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27139",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27137",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27138",1,0,0,0,1,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4021","AS27133",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS42018",1,0,0,0,1,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS46000",144,0,0,0,144,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS17005",2,0,0,0,2,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27134",23,0,23,0,0,8,0,50
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27132",15,0,0,0,15,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27000",0,0,0,0,0,0,0,10
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27139",0,0,0,0,0,0,0,5
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27137",9,0,0,0,9,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27138",0,0,0,0,0,0,0,1
2019,2,"BOUNKANI-GONTOUGO","TANDA","C2168","AS27133",48,0,12,0,36,4,0,50
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27134",88,0,0,-88,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27132",0,0,0,0,0,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27000",5,0,5,0,0,3,0,10
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27138",6,0,0,0,6,0,0,0
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4020","AS27133",25,0,25,0,0,8,0,25
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27134",0,0,0,0,0,0,0,200
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27132",0,0,0,0,0,0,0,30
2019,2,"BOUNKANI-GONTOUGO","TANDA","C4026","AS27000",220,0,60,20,180,27,0,0
